Codigo_Tecnico;Codigo_REBIUN_Referencia;Indicador_Referencia;Eje_Referencia;Nombre_Eje_Referencia;Apartado_Referencia;Nombre_Apartado_Referencia;Primer_Anio;Ultimo_Anio;Cambio_Codigo_REBIUN;Cambio_Denominacion;Codigos_REBIUN_Historicos;Denominaciones_Historicas
NVISDESLIBRCOUNTPAG;6.5.2.1.2.1;Vistas y descargas del texto completo de libros de pago: datos Counter;6;Servicios;6.5;Uso de recursos electrónicos;2020;2025;No;No;2020:6.5.2.1.2.1 | 2021:6.5.2.1.2.1 | 2022:6.5.2.1.2.1 | 2023:6.5.2.1.2.1 | 2024:6.5.2.1.2.1 | 2025:6.5.2.1.2.1;2020:Vistas y descargas del texto completo de libros de pago: datos Counter | 2021:Vistas y descargas del texto completo de libros de pago: datos Counter | 2022:Vistas y descargas del texto completo de libros de pago: datos Counter | 2023:Vistas y descargas del texto completo de libros de pago: datos Counter | 2024:Vistas y descargas del texto completo de libros de pago: datos Counter | 2025:Vistas y descargas del texto completo de libros de pago: datos Counter
NVISDESLIBRCOUNTOP;6.5.2.1.2.2;Vistas y descargas del texto completo de libros open access: datos Counter;6;Servicios;6.5;Uso de recursos electrónicos;2020;2025;No;No;2020:6.5.2.1.2.2 | 2021:6.5.2.1.2.2 | 2022:6.5.2.1.2.2 | 2023:6.5.2.1.2.2 | 2024:6.5.2.1.2.2 | 2025:6.5.2.1.2.2;2020:Vistas y descargas del texto completo de libros open access: datos Counter | 2021:Vistas y descargas del texto completo de libros open access: datos Counter | 2022:Vistas y descargas del texto completo de libros open access: datos Counter | 2023:Vistas y descargas del texto completo de libros open access: datos Counter | 2024:Vistas y descargas del texto completo de libros open access: datos Counter | 2025:Vistas y descargas del texto completo de libros open access: datos Counter
NVISDESDISTCOUNT;6.5.2.1.3;Vistas y descargas del texto completo de tipologías de datos (Data type) distintas de libros y revistas: datos Counter;6;Servicios;6.5;Uso de recursos electrónicos;2020;2025;No;No;2020:6.5.2.1.3 | 2021:6.5.2.1.3 | 2022:6.5.2.1.3 | 2023:6.5.2.1.3 | 2024:6.5.2.1.3 | 2025:6.5.2.1.3;2020:Vistas y descargas del texto completo de tipologías de datos (Data type) distintas de libros y revistas: datos Counter | 2021:Vistas y descargas del texto completo de tipologías de datos (Data type) distintas de libros y revistas: datos Counter | 2022:Vistas y descargas del texto completo de tipologías de datos (Data type) distintas de libros y revistas: datos Counter | 2023:Vistas y descargas del texto completo de tipologías de datos (Data type) distintas de libros y revistas: datos Counter | 2024:Vistas y descargas del texto completo de tipologías de datos (Data type) distintas de libros y revistas: datos Counter | 2025:Vistas y descargas del texto completo de tipologías de datos (Data type) distintas de libros y revistas: datos Counter
NDOCDESCARPAGNOCOUNT;6.5.2.2;Vistas y descargas de documentos descargados de los recursos electrónicos: datos NO Counter;6;Servicios;6.5;Uso de recursos electrónicos;2020;2025;No;No;2020:6.5.2.2 | 2021:6.5.2.2 | 2022:6.5.2.2 | 2023:6.5.2.2 | 2024:6.5.2.2 | 2025:6.5.2.2;2020:Vistas y descargas de documentos descargados de los recursos electrónicos: datos NO Counter | 2021:Vistas y descargas de documentos descargados de los recursos electrónicos: datos NO Counter | 2022:Vistas y descargas de documentos descargados de los recursos electrónicos: datos NO Counter | 2023:Vistas y descargas de documentos descargados de los recursos electrónicos: datos NO Counter | 2024:Vistas y descargas de documentos descargados de los recursos electrónicos: datos NO Counter | 2025:Vistas y descargas de documentos descargados de los recursos electrónicos: datos NO Counter
NLIBDESCARPAGNOCOUNT;6.5.2.2.1;Vistas y descargas de libros electrónicos: datos NO Counter;6;Servicios;6.5;Uso de recursos electrónicos;2022;2025;No;No;2022:6.5.2.2.1 | 2023:6.5.2.2.1 | 2024:6.5.2.2.1 | 2025:6.5.2.2.1;2022:Vistas y descargas de libros electrónicos: datos NO Counter | 2023:Vistas y descargas de libros electrónicos: datos NO Counter | 2024:Vistas y descargas de libros electrónicos: datos NO Counter | 2025:Vistas y descargas de libros electrónicos: datos NO Counter
NRVDESCARPAGNOCOUNT;6.5.2.2.2;Vistas y descargas de artículos de revistas electrónicas: datos NO Counter;6;Servicios;6.5;Uso de recursos electrónicos;2022;2025;No;No;2022:6.5.2.2.2 | 2023:6.5.2.2.2 | 2024:6.5.2.2.2 | 2025:6.5.2.2.2;2022:Vistas y descargas de artículos de revistas electrónicas: datos NO Counter | 2023:Vistas y descargas de artículos de revistas electrónicas: datos NO Counter | 2024:Vistas y descargas de artículos de revistas electrónicas: datos NO Counter | 2025:Vistas y descargas de artículos de revistas electrónicas: datos NO Counter
NDISDESCARPAGNOCOUNT;6.5.2.2.3;Vistas y descargas de tipos de datos electrónicos distintos de libros y revistas: datos NO Counter;6;Servicios;6.5;Uso de recursos electrónicos;2022;2025;No;No;2022:6.5.2.2.3 | 2023:6.5.2.2.3 | 2024:6.5.2.2.3 | 2025:6.5.2.2.3;2022:Vistas y descargas de tipos de datos electrónicos distintos de libros y revistas: datos NO Counter | 2023:Vistas y descargas de tipos de datos electrónicos distintos de libros y revistas: datos NO Counter | 2024:Vistas y descargas de tipos de datos electrónicos distintos de libros y revistas: datos NO Counter | 2025:Vistas y descargas de tipos de datos electrónicos distintos de libros y revistas: datos NO Counter
NDOCDESCARREP;6.5.3;Descargas de documentos depositados en los repositorios administrados por las bibliotecas;6;Servicios;6.5;Uso de recursos electrónicos;2025;2025;No;No;2025:6.5.3;2025:Descargas de documentos depositados en los repositorios administrados por las bibliotecas
NCURSOSIMPART;6.6.1;Número de cursos impartidos;6;Servicios;6.6;Formación de personas usuarias;2020;2025;No;No;2020:6.6.1 | 2021:6.6.1 | 2022:6.6.1 | 2023:6.6.1 | 2024:6.6.1 | 2025:6.6.1;2020:Número de cursos impartidos | 2021:Número de cursos impartidos | 2022:Número de cursos impartidos | 2023:Número de cursos impartidos | 2024:Número de cursos impartidos | 2025:Número de cursos impartidos
NCURSOSREG;6.6.1.1;Formación reglada;6;Servicios;6.6;Formación de personas usuarias;2020;2025;No;No;2020:6.6.1.1 | 2021:6.6.1.1 | 2022:6.6.1.1 | 2023:6.6.1.1 | 2024:6.6.1.1 | 2025:6.6.1.1;2020:Formación reglada | 2021:Formación reglada | 2022:Formación reglada | 2023:Formación reglada | 2024:Formación reglada | 2025:Formación reglada
NCURSOSNOREG;6.6.1.2;Formación no reglada;6;Servicios;6.6;Formación de personas usuarias;2020;2025;No;No;2020:6.6.1.2 | 2021:6.6.1.2 | 2022:6.6.1.2 | 2023:6.6.1.2 | 2024:6.6.1.2 | 2025:6.6.1.2;2020:Formación no reglada | 2021:Formación no reglada | 2022:Formación no reglada | 2023:Formación no reglada | 2024:Formación no reglada | 2025:Formación no reglada
NHORASFORM;6.6.2;Número de horas impartidas;6;Servicios;6.6;Formación de personas usuarias;2020;2025;No;No;2020:6.6.2 | 2021:6.6.2 | 2022:6.6.2 | 2023:6.6.2 | 2024:6.6.2 | 2025:6.6.2;2020:Número de horas impartidas | 2021:Número de horas impartidas | 2022:Número de horas impartidas | 2023:Número de horas impartidas | 2024:Número de horas impartidas | 2025:Número de horas impartidas
NHORASFORMREG;6.6.2.1;Número de horas de formación reglada;6;Servicios;6.6;Formación de personas usuarias;2020;2025;No;No;2020:6.6.2.1 | 2021:6.6.2.1 | 2022:6.6.2.1 | 2023:6.6.2.1 | 2024:6.6.2.1 | 2025:6.6.2.1;2020:Número de horas de formación reglada | 2021:Número de horas de formación reglada | 2022:Número de horas de formación reglada | 2023:Número de horas de formación reglada | 2024:Número de horas de formación reglada | 2025:Número de horas de formación reglada
NHORASFORMNOREG;6.6.2.2;Número de horas de formación no reglada;6;Servicios;6.6;Formación de personas usuarias;2020;2025;No;No;2020:6.6.2.2 | 2021:6.6.2.2 | 2022:6.6.2.2 | 2023:6.6.2.2 | 2024:6.6.2.2 | 2025:6.6.2.2;2020:Número de horas de formación no reglada | 2021:Número de horas de formación no reglada | 2022:Número de horas de formación no reglada | 2023:Número de horas de formación no reglada | 2024:Número de horas de formación no reglada | 2025:Número de horas de formación no reglada
NASISTENTESFORM;6.6.3;Número de asistentes a la formación;6;Servicios;6.6;Formación de personas usuarias;2020;2025;No;No;2020:6.6.3 | 2021:6.6.3 | 2022:6.6.3 | 2023:6.6.3 | 2024:6.6.3 | 2025:6.6.3;2020:Número de asistentes a la formación | 2021:Número de asistentes a la formación | 2022:Número de asistentes a la formación | 2023:Número de asistentes a la formación | 2024:Número de asistentes a la formación | 2025:Número de asistentes a la formación
NASISTFORMREG;6.6.3.1;Asistentes a la formación reglada;6;Servicios;6.6;Formación de personas usuarias;2020;2025;No;Sí;2020:6.6.3.1 | 2021:6.6.3.1 | 2022:6.6.3.1 | 2023:6.6.3.1 | 2024:6.6.3.1 | 2025:6.6.3.1;2020:Asistentes a formación reglada | 2021:Asistentes a formación reglada | 2022:Asistentes a la formación reglada | 2023:Asistentes a la formación reglada | 2024:Asistentes a la formación reglada | 2025:Asistentes a la formación reglada
NASISTFORMREGEST;6.6.3.1.1;Asistentes a la formación reglada . Estudiantes;6;Servicios;6.6;Formación de personas usuarias;2022;2025;No;No;2022:6.6.3.1.1 | 2023:6.6.3.1.1 | 2024:6.6.3.1.1 | 2025:6.6.3.1.1;2022:Asistentes a la formación reglada . Estudiantes | 2023:Asistentes a la formación reglada . Estudiantes | 2024:Asistentes a la formación reglada . Estudiantes | 2025:Asistentes a la formación reglada . Estudiantes
NASISTFORMREGPDI;6.6.3.1.2;Asistentes a la formación reglada. Docentes y personal empleado investigador;6;Servicios;6.6;Formación de personas usuarias;2022;2025;No;No;2022:6.6.3.1.2 | 2023:6.6.3.1.2 | 2024:6.6.3.1.2 | 2025:6.6.3.1.2;2022:Asistentes a la formación reglada. Docentes y personal empleado investigador | 2023:Asistentes a la formación reglada. Docentes y personal empleado investigador | 2024:Asistentes a la formación reglada. Docentes y personal empleado investigador | 2025:Asistentes a la formación reglada. Docentes y personal empleado investigador
NASISTFORMREGPAS;6.6.3.1.3;Asistentes a la formación reglada . PTGAS;6;Servicios;6.6;Formación de personas usuarias;2022;2025;No;Sí;2022:6.6.3.1.3 | 2023:6.6.3.1.3 | 2024:6.6.3.1.3 | 2025:6.6.3.1.3;2022:Asistentes a la formación reglada . PAS | 2023:Asistentes a la formación reglada . PTGAS | 2024:Asistentes a la formación reglada . PTGAS | 2025:Asistentes a la formación reglada . PTGAS
NASISTFORMNOREG;6.6.3.2;Asistentes a la formación no reglada;6;Servicios;6.6;Formación de personas usuarias;2020;2025;No;Sí;2020:6.6.3.2 | 2021:6.6.3.2 | 2022:6.6.3.2 | 2023:6.6.3.2 | 2024:6.6.3.2 | 2025:6.6.3.2;2020:Asistentes a formación no reglada | 2021:Asistentes a formación no reglada | 2022:Asistentes a la formación no reglada | 2023:Asistentes a la formación no reglada | 2024:Asistentes a la formación no reglada | 2025:Asistentes a la formación no reglada
NASISTFORMNOREGEST;6.6.3.2.1;Asistentes a la formación no reglada. Estudiantes;6;Servicios;6.6;Formación de personas usuarias;2022;2025;No;No;2022:6.6.3.2.1 | 2023:6.6.3.2.1 | 2024:6.6.3.2.1 | 2025:6.6.3.2.1;2022:Asistentes a la formación no reglada. Estudiantes | 2023:Asistentes a la formación no reglada. Estudiantes | 2024:Asistentes a la formación no reglada. Estudiantes | 2025:Asistentes a la formación no reglada. Estudiantes
NASISTFORMNOREGPDI;6.6.3.2.2;Asistentes a la formación no reglada. Docentes y personal empleado investigador;6;Servicios;6.6;Formación de personas usuarias;2022;2025;No;No;2022:6.6.3.2.2 | 2023:6.6.3.2.2 | 2024:6.6.3.2.2 | 2025:6.6.3.2.2;2022:Asistentes a la formación no reglada. Docentes y personal empleado investigador | 2023:Asistentes a la formación no reglada. Docentes y personal empleado investigador | 2024:Asistentes a la formación no reglada. Docentes y personal empleado investigador | 2025:Asistentes a la formación no reglada. Docentes y personal empleado investigador
NASISTFORMNOREGPAS;6.6.3.2.3;Asistentes a la formación no reglada. PTGAS;6;Servicios;6.6;Formación de personas usuarias;2022;2025;No;Sí;2022:6.6.3.2.3 | 2023:6.6.3.2.3 | 2024:6.6.3.2.3 | 2025:6.6.3.2.3;2022:Asistentes a la formación no reglada. PAS | 2023:Asistentes a la formación no reglada. PTGAS | 2024:Asistentes a la formación no reglada. PTGAS | 2025:Asistentes a la formación no reglada. PTGAS
NMATFORM;6.6.4;Materiales formativos;6;Servicios;6.6;Formación de personas usuarias;2020;2025;No;No;2020:6.6.4 | 2021:6.6.4 | 2022:6.6.4 | 2023:6.6.4 | 2024:6.6.4 | 2025:6.6.4;2020:Materiales formativos | 2021:Materiales formativos | 2022:Materiales formativos | 2023:Materiales formativos | 2024:Materiales formativos | 2025:Materiales formativos
NITEMSINTRVALCRIS;6.7.1;Número de ítems introducidos y/o validados en el CRIS institucional o en el portal de investigación de la institución;6;Servicios;6.7;Apoyo a la investigación;2021;2025;No;No;2021:6.7.1 | 2022:6.7.1 | 2023:6.7.1 | 2024:6.7.1 | 2025:6.7.1;2021:Número de ítems introducidos y/o validados en el CRIS institucional o en el portal de investigación de la institución | 2022:Número de ítems introducidos y/o validados en el CRIS institucional o en el portal de investigación de la institución | 2023:Número de ítems introducidos y/o validados en el CRIS institucional o en el portal de investigación de la institución | 2024:Número de ítems introducidos y/o validados en el CRIS institucional o en el portal de investigación de la institución | 2025:Número de ítems introducidos y/o validados en el CRIS institucional o en el portal de investigación de la institución
NPDIASESPERAUTYFIRMA;6.7.2;Número de personal investigador asesorado en la generación de sus perfiles de autor y la creación de su firma académica;6;Servicios;6.7;Apoyo a la investigación;2021;2025;No;No;2021:6.7.2 | 2022:6.7.2 | 2023:6.7.2 | 2024:6.7.2 | 2025:6.7.2;2021:Número de personal investigador asesorado en la generación de sus perfiles de autor y la creación de su firma académica | 2022:Número de personal investigador asesorado en la generación de sus perfiles de autor y la creación de su firma académica | 2023:Número de personal investigador asesorado en la generación de sus perfiles de autor y la creación de su firma académica | 2024:Número de personal investigador asesorado en la generación de sus perfiles de autor y la creación de su firma académica | 2025:Número de personal investigador asesorado en la generación de sus perfiles de autor y la creación de su firma académica
NPDIASESEVALYPROMCV;6.7.3;Número de personal investigador asesorado en evaluación y promoción curricular;6;Servicios;6.7;Apoyo a la investigación;2021;2025;No;No;2021:6.7.3 | 2022:6.7.3 | 2023:6.7.3 | 2024:6.7.3 | 2025:6.7.3;2021:Número de personal investigador asesorado en evaluación y promoción curricular | 2022:Número de personal investigador asesorado en evaluación y promoción curricular | 2023:Número de personal investigador asesorado en evaluación y promoción curricular | 2024:Número de personal investigador asesorado en evaluación y promoción curricular | 2025:Número de personal investigador asesorado en evaluación y promoción curricular
NPUBLEVALACRSEXENIOS;6.7.4;Número de publicaciones evaluadas en los procesos de evaluación y promoción curricular;6;Servicios;6.7;Apoyo a la investigación;2021;2025;No;No;2021:6.7.4 | 2022:6.7.4 | 2023:6.7.4 | 2024:6.7.4 | 2025:6.7.4;2021:Número de publicaciones evaluadas en los procesos de evaluación y promoción curricular | 2022:Número de publicaciones evaluadas en los procesos de evaluación y promoción curricular | 2023:Número de publicaciones evaluadas en los procesos de evaluación y promoción curricular | 2024:Número de publicaciones evaluadas en los procesos de evaluación y promoción curricular | 2025:Número de publicaciones evaluadas en los procesos de evaluación y promoción curricular
NCONSPUBL;6.7.5;Número de consultas atendidas sobre el proceso de publicación;6;Servicios;6.7;Apoyo a la investigación;2021;2025;No;No;2021:6.7.5 | 2022:6.7.5 | 2023:6.7.5 | 2024:6.7.5 | 2025:6.7.5;2021:Número de consultas atendidas sobre el proceso de publicación | 2022:Número de consultas atendidas sobre el proceso de publicación | 2023:Número de consultas atendidas sobre el proceso de publicación | 2024:Número de consultas atendidas sobre el proceso de publicación | 2025:Número de consultas atendidas sobre el proceso de publicación
NCONSDATOSINV;6.7.6;Número de consultas atendidas en la gestión de datos de investigación;6;Servicios;6.7;Apoyo a la investigación;2021;2025;No;No;2021:6.7.6 | 2022:6.7.6 | 2023:6.7.6 | 2024:6.7.6 | 2025:6.7.6;2021:Número de consultas atendidas en la gestión de datos de investigación | 2022:Número de consultas atendidas en la gestión de datos de investigación | 2023:Número de consultas atendidas en la gestión de datos de investigación | 2024:Número de consultas atendidas en la gestión de datos de investigación | 2025:Número de consultas atendidas en la gestión de datos de investigación
NATSUSCR;6.7.7;Acuerdos transformativos suscritos por la universidad para lectura y publicación en paquetes de recursos de información electrónica de pago;6;Servicios;6.7;Apoyo a la investigación;2025;2025;No;No;2025:6.7.7;2025:Acuerdos transformativos suscritos por la universidad para lectura y publicación en paquetes de recursos de información electrónica de pago
NAPCGEST;6.7.8;Número de APC gestionadas;6;Servicios;6.7;Apoyo a la investigación;2025;2025;No;No;2025:6.7.8;2025:Número de APC gestionadas
NPETICPOSITIV;7.1.1;Biblioteca como centro solicitante. Total de solicitudes [positivas] de copias y préstamos pedidas a otros centros u obtenidos de otras fuentes no bibliotecarias;7;Cooperación, Extensión y Comunicación;7.1;Préstamo Interbibliotecario;2020;2025;No;Sí;2020:7.1.1 | 2021:7.1.1 | 2022:7.1.1 | 2023:7.1.1 | 2024:7.1.1 | 2025:7.1.1;2020:Biblioteca como centro solicitante. Total de solicitudes [positivas] de copias y préstamos pedidas a otros centros | 2021:Biblioteca como centro solicitante. Total de solicitudes [positivas] de copias y préstamos pedidas a otros centros | 2022:Biblioteca como centro solicitante. Total de solicitudes [positivas] de copias y préstamos pedidas a otros centros | 2023:Biblioteca como centro solicitante. Total de solicitudes [positivas] de copias y préstamos pedidas a otros centros u obtenidos de otras fuentes no bibliotecarias | 2024:Biblioteca como centro solicitante. Total de solicitudes [positivas] de copias y préstamos pedidas a otros centros u obtenidos de otras fuentes no bibliotecarias | 2025:Biblioteca como centro solicitante. Total de solicitudes [positivas] de copias y préstamos pedidas a otros centros u obtenidos de otras fuentes no bibliotecarias
NSOLNACIONAL;7.1.1.1;Biblioteca como centro solicitante. Solicitudes [positivas] de copias a bibliotecas nacionales;7;Cooperación, Extensión y Comunicación;7.1;Préstamo Interbibliotecario;2020;2025;No;No;2020:7.1.1.1 | 2021:7.1.1.1 | 2022:7.1.1.1 | 2023:7.1.1.1 | 2024:7.1.1.1 | 2025:7.1.1.1;2020:Biblioteca como centro solicitante. Solicitudes [positivas] de copias a bibliotecas nacionales | 2021:Biblioteca como centro solicitante. Solicitudes [positivas] de copias a bibliotecas nacionales | 2022:Biblioteca como centro solicitante. Solicitudes [positivas] de copias a bibliotecas nacionales | 2023:Biblioteca como centro solicitante. Solicitudes [positivas] de copias a bibliotecas nacionales | 2024:Biblioteca como centro solicitante. Solicitudes [positivas] de copias a bibliotecas nacionales | 2025:Biblioteca como centro solicitante. Solicitudes [positivas] de copias a bibliotecas nacionales
NSOLEXTRANJ;7.1.1.2;Biblioteca como centro solicitante. Solicitudes [positivas] de copias a bibliotecas extranjeras;7;Cooperación, Extensión y Comunicación;7.1;Préstamo Interbibliotecario;2020;2025;No;No;2020:7.1.1.2 | 2021:7.1.1.2 | 2022:7.1.1.2 | 2023:7.1.1.2 | 2024:7.1.1.2 | 2025:7.1.1.2;2020:Biblioteca como centro solicitante. Solicitudes [positivas] de copias a bibliotecas extranjeras | 2021:Biblioteca como centro solicitante. Solicitudes [positivas] de copias a bibliotecas extranjeras | 2022:Biblioteca como centro solicitante. Solicitudes [positivas] de copias a bibliotecas extranjeras | 2023:Biblioteca como centro solicitante. Solicitudes [positivas] de copias a bibliotecas extranjeras | 2024:Biblioteca como centro solicitante. Solicitudes [positivas] de copias a bibliotecas extranjeras | 2025:Biblioteca como centro solicitante. Solicitudes [positivas] de copias a bibliotecas extranjeras
NSOLPRESTNAC;7.1.1.3;Biblioteca como centro solicitante. Solicitudes [positivas] de préstamos nacionales;7;Cooperación, Extensión y Comunicación;7.1;Préstamo Interbibliotecario;2020;2025;No;No;2020:7.1.1.3 | 2021:7.1.1.3 | 2022:7.1.1.3 | 2023:7.1.1.3 | 2024:7.1.1.3 | 2025:7.1.1.3;2020:Biblioteca como centro solicitante. Solicitudes [positivas] de préstamos nacionales | 2021:Biblioteca como centro solicitante. Solicitudes [positivas] de préstamos nacionales | 2022:Biblioteca como centro solicitante. Solicitudes [positivas] de préstamos nacionales | 2023:Biblioteca como centro solicitante. Solicitudes [positivas] de préstamos nacionales | 2024:Biblioteca como centro solicitante. Solicitudes [positivas] de préstamos nacionales | 2025:Biblioteca como centro solicitante. Solicitudes [positivas] de préstamos nacionales
NSOLPRESTEXTRANJ;7.1.1.4;Biblioteca como centro solicitante. Solicitudes [positivas] de préstamos extranjeras;7;Cooperación, Extensión y Comunicación;7.1;Préstamo Interbibliotecario;2020;2025;No;No;2020:7.1.1.4 | 2021:7.1.1.4 | 2022:7.1.1.4 | 2023:7.1.1.4 | 2024:7.1.1.4 | 2025:7.1.1.4;2020:Biblioteca como centro solicitante. Solicitudes [positivas] de préstamos extranjeras | 2021:Biblioteca como centro solicitante. Solicitudes [positivas] de préstamos extranjeras | 2022:Biblioteca como centro solicitante. Solicitudes [positivas] de préstamos extranjeras | 2023:Biblioteca como centro solicitante. Solicitudes [positivas] de préstamos extranjeras | 2024:Biblioteca como centro solicitante. Solicitudes [positivas] de préstamos extranjeras | 2025:Biblioteca como centro solicitante. Solicitudes [positivas] de préstamos extranjeras
NSOLICAC;7.1.1.5;Biblioteca como centro solicitante. Solicitudes [positivas] de copias a bibliotecas participantes en el acuerdo ICAC;7;Cooperación, Extensión y Comunicación;7.1;Préstamo Interbibliotecario;2022;2025;No;No;2022:7.1.1.5 | 2023:7.1.1.5 | 2024:7.1.1.5 | 2025:7.1.1.5;2022:Biblioteca como centro solicitante. Solicitudes [positivas] de copias a bibliotecas participantes en el acuerdo ICAC | 2023:Biblioteca como centro solicitante. Solicitudes [positivas] de copias a bibliotecas participantes en el acuerdo ICAC | 2024:Biblioteca como centro solicitante. Solicitudes [positivas] de copias a bibliotecas participantes en el acuerdo ICAC | 2025:Biblioteca como centro solicitante. Solicitudes [positivas] de copias a bibliotecas participantes en el acuerdo ICAC
NSOLOTRFUEN;7.1.1.6;Biblioteca como centro solicitante. Solicitudes [positivas] de copias obtenidas de fuentes distintas a bibliotecas y centros de documentación;7;Cooperación, Extensión y Comunicación;7.1;Préstamo Interbibliotecario;2023;2025;No;No;2023:7.1.1.6 | 2024:7.1.1.6 | 2025:7.1.1.6;2023:Biblioteca como centro solicitante. Solicitudes [positivas] de copias obtenidas de fuentes distintas a bibliotecas y centros de documentación | 2024:Biblioteca como centro solicitante. Solicitudes [positivas] de copias obtenidas de fuentes distintas a bibliotecas y centros de documentación | 2025:Biblioteca como centro solicitante. Solicitudes [positivas] de copias obtenidas de fuentes distintas a bibliotecas y centros de documentación
NTOTALPETNAC;7.1.2;Biblioteca como centro proveedor.Total de peticiones [positivas] de copias y préstamos servidas a bibliotecas nacionales;7;Cooperación, Extensión y Comunicación;7.1;Préstamo Interbibliotecario;2020;2025;No;No;2020:7.1.2 | 2021:7.1.2 | 2022:7.1.2 | 2023:7.1.2 | 2024:7.1.2 | 2025:7.1.2;2020:Biblioteca como centro proveedor.Total de peticiones [positivas] de copias y préstamos servidas a bibliotecas nacionales | 2021:Biblioteca como centro proveedor.Total de peticiones [positivas] de copias y préstamos servidas a bibliotecas nacionales | 2022:Biblioteca como centro proveedor.Total de peticiones [positivas] de copias y préstamos servidas a bibliotecas nacionales | 2023:Biblioteca como centro proveedor.Total de peticiones [positivas] de copias y préstamos servidas a bibliotecas nacionales | 2024:Biblioteca como centro proveedor.Total de peticiones [positivas] de copias y préstamos servidas a bibliotecas nacionales | 2025:Biblioteca como centro proveedor.Total de peticiones [positivas] de copias y préstamos servidas a bibliotecas nacionales
NPETNACIONAL;7.1.2.1;Biblioteca como centro proveedor. Peticiones de copias servidas [positivas] a bibliotecas nacionales;7;Cooperación, Extensión y Comunicación;7.1;Préstamo Interbibliotecario;2020;2025;No;No;2020:7.1.2.1 | 2021:7.1.2.1 | 2022:7.1.2.1 | 2023:7.1.2.1 | 2024:7.1.2.1 | 2025:7.1.2.1;2020:Biblioteca como centro proveedor. Peticiones de copias servidas [positivas] a bibliotecas nacionales | 2021:Biblioteca como centro proveedor. Peticiones de copias servidas [positivas] a bibliotecas nacionales | 2022:Biblioteca como centro proveedor. Peticiones de copias servidas [positivas] a bibliotecas nacionales | 2023:Biblioteca como centro proveedor. Peticiones de copias servidas [positivas] a bibliotecas nacionales | 2024:Biblioteca como centro proveedor. Peticiones de copias servidas [positivas] a bibliotecas nacionales | 2025:Biblioteca como centro proveedor. Peticiones de copias servidas [positivas] a bibliotecas nacionales
NPETEXTRANJ;7.1.2.2;Biblioteca como centro proveedor. Peticiones de copias servidas [positivas] a bibliotecas extranjeras;7;Cooperación, Extensión y Comunicación;7.1;Préstamo Interbibliotecario;2020;2025;No;No;2020:7.1.2.2 | 2021:7.1.2.2 | 2022:7.1.2.2 | 2023:7.1.2.2 | 2024:7.1.2.2 | 2025:7.1.2.2;2020:Biblioteca como centro proveedor. Peticiones de copias servidas [positivas] a bibliotecas extranjeras | 2021:Biblioteca como centro proveedor. Peticiones de copias servidas [positivas] a bibliotecas extranjeras | 2022:Biblioteca como centro proveedor. Peticiones de copias servidas [positivas] a bibliotecas extranjeras | 2023:Biblioteca como centro proveedor. Peticiones de copias servidas [positivas] a bibliotecas extranjeras | 2024:Biblioteca como centro proveedor. Peticiones de copias servidas [positivas] a bibliotecas extranjeras | 2025:Biblioteca como centro proveedor. Peticiones de copias servidas [positivas] a bibliotecas extranjeras
NPETPRESTNAC;7.1.2.3;Biblioteca como centro proveedor. Peticiones de préstamo servidas [positivas] a bibliotecas nacionales;7;Cooperación, Extensión y Comunicación;7.1;Préstamo Interbibliotecario;2020;2025;No;No;2020:7.1.2.3 | 2021:7.1.2.3 | 2022:7.1.2.3 | 2023:7.1.2.3 | 2024:7.1.2.3 | 2025:7.1.2.3;2020:Biblioteca como centro proveedor. Peticiones de préstamo servidas [positivas] a bibliotecas nacionales | 2021:Biblioteca como centro proveedor. Peticiones de préstamo servidas [positivas] a bibliotecas nacionales | 2022:Biblioteca como centro proveedor. Peticiones de préstamo servidas [positivas] a bibliotecas nacionales | 2023:Biblioteca como centro proveedor. Peticiones de préstamo servidas [positivas] a bibliotecas nacionales | 2024:Biblioteca como centro proveedor. Peticiones de préstamo servidas [positivas] a bibliotecas nacionales | 2025:Biblioteca como centro proveedor. Peticiones de préstamo servidas [positivas] a bibliotecas nacionales
NPETPRESTEXTRANJ;7.1.2.4;Biblioteca como centro proveedor. Peticiones de préstamos servidas [positivas] a bibliotecas extranjeras;7;Cooperación, Extensión y Comunicación;7.1;Préstamo Interbibliotecario;2020;2025;No;No;2020:7.1.2.4 | 2021:7.1.2.4 | 2022:7.1.2.4 | 2023:7.1.2.4 | 2024:7.1.2.4 | 2025:7.1.2.4;2020:Biblioteca como centro proveedor. Peticiones de préstamos servidas [positivas] a bibliotecas extranjeras | 2021:Biblioteca como centro proveedor. Peticiones de préstamos servidas [positivas] a bibliotecas extranjeras | 2022:Biblioteca como centro proveedor. Peticiones de préstamos servidas [positivas] a bibliotecas extranjeras | 2023:Biblioteca como centro proveedor. Peticiones de préstamos servidas [positivas] a bibliotecas extranjeras | 2024:Biblioteca como centro proveedor. Peticiones de préstamos servidas [positivas] a bibliotecas extranjeras | 2025:Biblioteca como centro proveedor. Peticiones de préstamos servidas [positivas] a bibliotecas extranjeras
